seq_name,cell_types_98,cell_types_50,cell_types_25
SM-GE8ZL_S092_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-GE8ZL_S093_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZL_S094_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZL_S095_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZL_S096_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
SM-GE8ZL_S161_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
SM-GE8ZL_S162_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZL_S163_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-GE8ZL_S164_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-GE8ZL_S165_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZL_S166_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZL_S167_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZL_S168_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
SM-GE8ZL_S169_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZL_S170_E1-50,Vip Lmo1 Fam159b,n67,n66
SM-GE8ZL_S171_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZL_S172_E1-50,Sst Esm1,n98,n91
SM-GE8ZL_S173_E1-50,Sncg Gpr50,n87,n86
SM-GE8ZL_S174_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
SM-GE8ZL_S175_E1-50,Sst Mme Fam114a1,n105,n91
SM-GE8ZL_S176_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE8ZL_S177_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZL_S178_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZL_S179_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE8ZL_S180_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZL_S182_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZL_S183_E1-50,Lamp5 Lhx6,Lamp5 Lhx6,n78
SM-GE8ZL_S184_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZM_S161_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S162_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE8ZM_S163_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S164_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S165_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S166_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
SM-GE8ZM_S167_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S168_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S169_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S170_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S171_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-GE8ZM_S172_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S173_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S174_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S175_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S176_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S065_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S066_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S067_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S068_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S069_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-GE8ZM_S070_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S072_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S073_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S074_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S075_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S076_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-GE8ZM_S077_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S078_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-GE8ZM_S079_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S080_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S082_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE8ZM_S083_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S084_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-GE8ZM_S085_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S086_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S087_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-GE8ZM_S088_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-GE67S_S001_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S002_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S003_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S004_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S005_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S006_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S007_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S008_E1-50,Sst Mme Fam114a1,n105,n91
SM-GE67S_S009_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S010_E1-50,L5 PT VISp Krt80,n9,n8
SM-GE67S_S011_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S012_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S013_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S014_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S015_E1-50,Sst Hpse Sema3c,n107,n91
SM-GE67S_S016_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-GE67S_S017_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S018_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S019_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S021_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S022_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67S_S023_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67S_S024_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S001_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S002_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S003_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S004_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S005_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S006_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67T_S007_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S008_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE67T_S009_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S010_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S011_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S012_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S013_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S014_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE67T_S015_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S016_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S017_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S018_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S019_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-GE67T_S021_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S022_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S023_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S024_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S097_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S098_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S099_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S100_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S101_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S102_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S103_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S104_E1-50,Pvalb Sema3e Kank4,n111,n110
SM-GE67T_S105_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S106_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-GE67T_S107_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S108_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE67T_S109_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S110_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S111_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S112_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-GE67T_S113_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67T_S114_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S115_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S116_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S117_E1-50,Sst Mme Fam114a1,n105,n91
SM-GE67T_S118_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S119_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67T_S120_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S201_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S202_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE67T_S203_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S204_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S205_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S206_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S207_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S208_E1-50,Sst Mme Fam114a1,n105,n91
SM-GE67T_S209_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S210_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE67T_S211_E1-50,Sst Mme Fam114a1,n105,n91
SM-GE67T_S212_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S213_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE67T_S214_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S215_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S216_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S217_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S218_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-GE67T_S219_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S220_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-GE67T_S221_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S222_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S223_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S224_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S289_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S290_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S291_E1-50,Pvalb Sema3e Kank4,n111,n110
SM-GE67T_S292_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE67T_S293_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S294_E1-50,Sst Esm1,n98,n91
SM-GE67T_S295_E1-50,Pvalb Calb1 Sst,n111,n110
SM-GE67T_S296_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S305_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S306_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S307_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S308_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S309_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S310_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-GE67T_S311_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S312_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S025_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-GE67T_S026_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-GE67T_S027_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S028_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S029_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-GE67T_S030_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S031_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-GE67T_S032_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-GE67T_S033_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE67T_S034_E1-50,Sst Esm1,n98,n91
SM-GE67T_S035_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S036_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-GE67T_S037_E1-50,Pvalb Sema3e Kank4,n111,n110
SM-GE67T_S038_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S039_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-GE67T_S040_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE67T_S121_E1-50,Pvalb Tpbg,n111,n110
SM-GE67T_S122_E1-50,Vip Col15a1 Pde1a,Vip Col15a1 Pde1a,n64
SM-GE67T_S123_E1-50,Vip Pygm C1ql1,n72,n66
SM-GE67T_S124_E1-50,Vip Pygm C1ql1,n72,n66
SM-GE67T_S125_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-GE67T_S126_E1-50,Vip Pygm C1ql1,n72,n66
SM-GE67T_S127_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S128_E1-50,Vip Igfbp6 Car10,n62,n62
SM-GE67T_S129_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S130_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S131_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S132_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S133_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S134_E1-50,Pvalb Reln Itm2a,n111,n110
SM-GE67T_S135_E1-50,Pvalb Tpbg,n111,n110
SM-GE67T_S136_E1-50,Pvalb Tpbg,n111,n110
SM-GE67T_S137_E1-50,Pvalb Tpbg,n111,n110
SM-GE67T_S138_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-GE67T_S139_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-GE67T_S140_E1-50,Vip Pygm C1ql1,n72,n66
SM-GE67T_S141_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S142_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S143_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S144_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S225_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S226_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S227_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S228_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S229_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
SM-GE67T_S230_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S231_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S232_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S233_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S234_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S235_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-GE67T_S236_E1-50,Pvalb Tpbg,n111,n110
SM-GE67T_S237_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-GE67T_S238_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S239_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-GE67T_S240_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S241_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S242_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-GE67T_S243_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S244_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S245_E1-50,Sst Chodl,Sst Chodl,Sst Chodl
SM-GE67T_S246_E1-50,Vip Pygm C1ql1,n72,n66
SM-GE67T_S247_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-GE67T_S248_E1-50,Vip Chat Htr1f,n72,n66
SM-GE67T_S313_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-GE67T_S314_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S315_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-GE67T_S316_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-GE67T_S317_E1-50,L5 NP ALM Trhr Nefl,n43,n42
SM-GE67T_S318_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S319_E1-50,Sst Esm1,n98,n91
SM-GE67T_S320_E1-50,L6 CT VISp Ctxn3 Brinp3,n47,n46
SM-GE67T_S321_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-GE67T_S322_E1-50,Sst Tac2 Myh4,n94,n91
SM-GE67T_S323_E1-50,Sst Esm1,n98,n91
SM-GE67T_S325_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S326_E1-50,L6 IT VISp Col18a1,n33,n33
SM-GE67T_S327_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S328_E1-50,Sst Hpse Sema3c,n107,n91
SM-GE67T_S329_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S331_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-GE67T_S332_E1-50,Lamp5 Lhx6,Lamp5 Lhx6,n78
SM-GE67T_S333_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-GE67T_S334_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-GE67T_S335_E1-50,Sst Chrna2 Glra3,n95,n91
SM-GE67T_S336_E1-50,L6 IT VISp Col18a1,n33,n33
SM-GE67T_S041_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S042_E1-50,L6 CT VISp Ctxn3 Sla,n47,n46
SM-GE67T_S043_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE67T_S044_E1-50,L6 IT VISp Col18a1,n33,n33
SM-GE67T_S045_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S046_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-GE67T_S047_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-GE67T_S048_E1-50,L6 CT VISp Gpr139,L6 CT VISp Gpr139,n46
SM-GE67T_S049_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-GE67T_S050_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE67T_S051_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE67T_S052_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE67T_S053_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-GE67T_S054_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE67T_S055_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-GE67T_S056_E1-50,L6 CT VISp Ctxn3 Sla,n47,n46
SM-GE67T_S057_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-GE67T_S058_E1-50,Sst Myh8 Fibin,n95,n91
SM-GE67T_S059_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-GE67T_S060_E1-50,Sst Chrna2 Glra3,n95,n91
SM-GE67T_S061_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE67T_S062_E1-50,Sst Chrna2 Glra3,n95,n91
SM-GE67T_S063_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-GE67T_S064_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-14690_S02_E1-50,Pvalb Tpbg,n111,n110
LS-14690_S03_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S07_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S08_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S09_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S10_E1-50,Vip Chat Htr1f,n72,n66
LS-14690_S11_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-14690_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S13_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S14_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S15_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S16_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-14692_S01_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-14692_S02_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S03_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S04_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S07_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S08_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S09_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S10_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S11_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S13_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S14_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S15_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14692_S16_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S17_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
LS-14690_S18_E1-50,Sst Hpse Sema3c,n107,n91
LS-14690_S19_E1-50,Vip Pygm C1ql1,n72,n66
LS-14690_S20_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-14690_S21_E1-50,Vip Pygm C1ql1,n72,n66
LS-14690_S22_E1-50,Vip Chat Htr1f,n72,n66
LS-14690_S23_E1-50,Vip Ptprt Pkp2,n73,n66
LS-14690_S24_E1-50,Vip Pygm C1ql1,n72,n66
LS-14690_S25_E1-50,Vip Ptprt Pkp2,n73,n66
LS-14690_S26_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-14690_S28_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-14690_S29_E1-50,Vip Pygm C1ql1,n72,n66
LS-14690_S30_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
LS-14690_S31_E1-50,L5 IT VISp Batf3,n30,n28
LS-14690_S32_E1-50,Sst Hpse Sema3c,n107,n91
LS-15004_S73_E1-50,L6 IT VISp Car3,L6 IT VISp Car3,L6 IT VISp Car3
LS-15004_S74_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15004_S75_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-15004_S76_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
LS-15004_S77_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-15004_S79_E1-50,L6 IT VISp Penk Fst,n33,n33
LS-15004_S80_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-14692_S17_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-14692_S18_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-14692_S19_E1-50,L6 IT VISp Penk Fst,n33,n33
LS-14692_S20_E1-50,L6 IT VISp Car3,L6 IT VISp Car3,L6 IT VISp Car3
LS-14692_S21_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-14692_S23_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
LS-14692_S24_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-14690_S33_E1-50,Vip Igfbp4 Mab21l1,Vip Igfbp4 Mab21l1,n66
LS-14690_S34_E1-50,L6 CT VISp Ctxn3 Brinp3,n47,n46
LS-14690_S35_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-14690_S36_E1-50,L6 CT VISp Ctxn3 Brinp3,n47,n46
LS-14690_S37_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-14690_S38_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
